N° Exercice	N° Porte	Condition	Type de porte	Largeur de porte	Hauteur de porte	Reponse	Corpulence utilisateur			Corpulence docteur			Difference de corpulence			Temps de reponse
1	1	1	1	1.5	17	1	0	0	0	0	0	0	0	0	0	4.285
1	2	1	1	1.5	17	1	0	0	0	0	0	0	0	0	0	0.76
1	3	1	1	1.5	17	1	0	0	0	0	0	0	0	0	0	0.716
1	4	1	1	3.25	17	1	0	0	0	0	0	0	0	0	0	1.104
1	5	1	1	3.25	17	1	0	0	0	0	0	0	0	0	0	0.372
1	6	1	1	3.25	17	1	0	0	0	0	0	0	0	0	0	0.321
1	7	1	1	3.25	17	1	0	0	0	0	0	0	0	0	0	0.367
1	8	1	1	1.5	17	1	0	0	0	0	0	0	0	0	0	0.379
1	9	1	1	1.5	17	1	0	0	0	0	0	0	0	0	0	0.201
1	10	1	1	3.25	17	1	0	0	0	0	0	0	0	0	0	0.212
2	1	1	1	3.6	17	1	0	0	0	0	0	0	0	0	0	0.578
2	2	1	1	3.133333	17	1	0	0	0	0	0	0	0	0	0	0.38
2	3	1	1	4.766667	17	1	0	0	0	0	0	0	0	0	0	0.167
2	4	1	1	3.133333	17	1	0	0	0	0	0	0	0	0	0	0.447
2	5	1	1	4.766667	17	1	0	0	0	0	0	0	0	0	0	0.316
2	6	1	1	4.3	17	1	0	0	0	0	0	0	0	0	0	0.364
2	7	1	1	4.3	17	1	0	0	0	0	0	0	0	0	0	0.346
2	8	1	1	2.666667	17	1	0	0	0	0	0	0	0	0	0	0.325
2	9	1	1	1.966667	17	1	0	0	0	0	0	0	0	0	0	0.914
2	10	1	1	3.6	17	1	0	0	0	0	0	0	0	0	0	0.636
2	11	1	1	1.5	17	1	0	0	0	0	0	0	0	0	0	0.424
2	12	1	1	1.5	17	1	0	0	0	0	0	0	0	0	0	0.39
2	13	1	1	4.533333	17	1	0	0	0	0	0	0	0	0	0	1.297
2	14	1	1	2.2	17	1	0	0	0	0	0	0	0	0	0	0.516
2	15	1	1	2.666667	17	1	0	0	0	0	0	0	0	0	0	0.398
2	16	1	1	3.366667	17	1	0	0	0	0	0	0	0	0	0	0.316
2	17	1	1	2.433333	17	1	0	0	0	0	0	0	0	0	0	0.285
2	18	1	1	4.066667	17	1	0	0	0	0	0	0	0	0	0	0.212
2	19	1	1	2.9	17	1	0	0	0	0	0	0	0	0	0	0.269
2	20	1	1	1.733333	17	1	0	0	0	0	0	0	0	0	0	0.212
2	21	1	1	1.966667	17	1	0	0	0	0	0	0	0	0	0	0.277
2	22	1	1	4.066667	17	1	0	0	0	0	0	0	0	0	0	0.224
2	23	1	1	3.833333	17	1	0	0	0	0	0	0	0	0	0	0.335
2	24	1	1	2.433333	17	1	0	0	0	0	0	0	0	0	0	0.222
2	25	1	1	2.9	17	1	0	0	0	0	0	0	0	0	0	0.201
2	26	1	1	1.733333	17	1	0	0	0	0	0	0	0	0	0	0.201
2	27	1	1	3.833333	17	1	0	0	0	0	0	0	0	0	0	0.198
2	28	1	1	3.366667	17	1	0	0	0	0	0	0	0	0	0	0.19
2	29	1	1	2.2	17	1	0	0	0	0	0	0	0	0	0	0.214
2	30	1	1	4.533333	17	1	0	0	0	0	0	0	0	0	0	0.17
