N° Exercice	N° Porte	Condition	Type de porte	Largeur de porte	Hauteur de porte	Reponse	Corpulence utilisateur			Corpulence docteur			Difference de corpulence			Temps de reponse
1	1	1	3	4	17	1	0	0	0	0	0	0	0	0	0	17.154
1	2	1	3	4.5	17	1	0	0	0	0	0	0	0	0	0	0.467
1	3	1	3	3.5	17	1	0	0	0	0	0	0	0	0	0	0.278
1	4	1	3	2	17	1	0	0	0	0	0	0	0	0	0	0.223
1	5	1	3	3.5	17	1	0	0	0	0	0	0	0	0	0	0.39
1	6	1	3	2.5	17	1	0	0	0	0	0	0	0	0	0	0.268
1	7	1	3	1.5	17	1	0	0	0	0	0	0	0	0	0	0.244
1	8	1	3	1.5	17	1	0	0	0	0	0	0	0	0	0	144.025
1	9	1	3	4.5	17	1	0	0	0	0	0	0	0	0	0	34.627
1	10	1	3	3	17	1	0	0	0	0	0	0	0	0	0	13.202
1	11	1	3	4	17	1	0	0	0	0	0	0	0	0	0	0.847
1	12	1	3	3	17	1	0	0	0	0	0	0	0	0	0	0.849
1	13	1	3	2	17	1	0	0	0	0	0	0	0	0	0	0.803
1	14	1	3	2.5	17	1	0	0	0	0	0	0	0	0	0	0.323
2	1	1	2	4		1	0	0	0	0	0	0	0	0	0	21233.968
2	2	1	2	5.5		1	0	0	0	0	0	0	0	0	0	1607.4596
2	3	1	2	7		1	0	0	0	0	0	0	0	0	0	514.2719
2	4	1	2	8.5		1	0	0	0	0	0	0	0	0	0	614.1856
2	5	1	2	4		1	0	0	0	0	0	0	0	0	0	13672.1756
2	6	1	2	5.5		1	0	0	0	0	0	0	0	0	0	1786.7041
2	7	1	2	7		1	0	0	0	0	0	0	0	0	0	669.7323
2	8	1	2	8.5		1	0	0	0	0	0	0	0	0	0	412.7156
2	9	1	2	4		1	0	0	0	0	0	0	0	0	0	927.409
2	10	1	2	5.5		1	0	0	0	0	0	0	0	0	0	144.1907
2	11	1	2	7		1	0	0	0	0	0	0	0	0	0	156.1868
2	12	1	2	8.5		1	0	0	0	0	0	0	0	0	0	715.5183
2	13	1	2	4		1	0	0	0	0	0	0	0	0	0	2143.9384
2	14	1	2	5.5		1	0	0	0	0	0	0	0	0	0	368.9566
2	15	1	2	7		1	0	0	0	0	0	0	0	0	0	402.225
2	16	1	2	8.5		1	0	0	0	0	0	0	0	0	0	144.6489
2	17	1	2	4		1	0	0	0	0	0	0	0	0	0	145.6395
2	18	1	2	5.5		1	0	0	0	0	0	0	0	0	0	122.7946
2	19	1	2	7		1	0	0	0	0	0	0	0	0	0	134.0707
2	20	1	2	8.5		1	0	0	0	0	0	0	0	0	0	313.17
2	21	1	2	4		1	0	0	0	0	0	0	0	0	0	402.3418
2	22	1	2	5.5		1	0	0	0	0	0	0	0	0	0	334.9258
2	23	1	2	7		1	0	0	0	0	0	0	0	0	0	323.1112
2	24	1	2	8.5		1	0	0	0	0	0	0	0	0	0	368.9458
